Province,Cases,Year,Code_GADM,Name_GADM
BİNGÖL,6,2017,TUR.17_1,Bing�l
BİTLİS,1,2017,TUR.18_1,Bitlis
BALIKESİR,1,2017,TUR.12_1,Balikesir
BARTIN,0,2017,TUR.13_1,Bartin
BATMAN,0,2017,TUR.14_1,Batman
BAYBURT,7,2017,TUR.15_1,Bayburt
BOLU,1,2017,TUR.19_1,Bolu
BURDUR,0,2017,TUR.20_1,Burdur
BURSA,1,2017,TUR.21_1,Bursa
DİYARBAKIR,2,2017,TUR.26_1,Diyarbakir
DÜZCE,0,2017,TUR.27_1,D�zce
DENİZLİ,0,2017,TUR.25_1,Denizli
EDİRNE,1,2017,TUR.28_1,Edirne
ELAZIĞ,3,2017,TUR.29_1,Elazig
ERZİNCAN,14,2017,TUR.30_1,Erzincan
ERZURUM,45,2017,TUR.31_1,Erzurum
ESKİŞEHİR,1,2017,TUR.32_1,Eskisehir
GİRESUN,4,2017,TUR.34_1,Giresun
GÜMÜŞHANE,14,2017,TUR.35_1,G�m�shane
GAZİANTEP,0,2017,TUR.33_1,Gaziantep
HAKKARİ,0,2017,TUR.36_1,Hakkari
HATAY,0,2017,TUR.37_1,Hatay
IĞDIR,0,2017,TUR.38_1,Igdir
ISPARTA,1,2017,TUR.39_1,Isparta
KİLİS,0,2017,TUR.48_1,Kilis
KAHRAMANMARAŞ,2,2017,TUR.42_1,K. Maras
KÜTAHYA,1,2017,TUR.54_1,K�tahya
KARABÜK,6,2017,TUR.43_1,Karab�k
KARAMAN,1,2017,TUR.44_1,Karaman
KARS,2,2017,TUR.45_1,Kars
KASTAMONU,7,2017,TUR.46_1,Kastamonu
KAYSERİ,5,2017,TUR.47_1,Kayseri
KIRŞEHİR,4,2017,TUR.51_1,Kirsehir
KIRIKKALE,1,2017,TUR.49_1,Kinkkale
KIRKLARELİ,1,2017,TUR.50_1,Kirklareli
KOCAELİ,0,2017,TUR.52_1,Kocaeli
KONYA,3,2017,TUR.53_1,Konya
MALATYA,5,2017,TUR.55_1,Malatya
MANİSA,1,2017,TUR.56_1,Manisa
MARDİN,0,2017,TUR.57_1,Mardin
MERSİN,1,2017,TUR.58_1,Mersin
MUŞ,3,2017,TUR.60_1,Mus
MUĞLA,1,2017,TUR.59_1,Mugla
NİĞDE,0,2017,TUR.62_1,Nigde
NEVŞEHİR,0,2017,TUR.61_1,Nevsehir
ORDU,4,2017,TUR.63_1,Ordu
OSMANİYE,0,2017,TUR.64_1,Osmaniye
RİZE,0,2017,TUR.65_1,Rize
SİİRT,1,2017,TUR.69_1,Siirt
SİNOP,0,2017,TUR.70_1,Sinop
SİVAS,26,2017,TUR.72_1,Sivas
SAKARYA,0,2017,TUR.66_1,Sakarya
SAMSUN,5,2017,TUR.67_1,Samsun
TEKİRDAĞ,1,2017,TUR.73_1,Tekirdag
TOKAT,49,2017,TUR.74_1,Tokat
TRABZON,1,2017,TUR.75_1,Trabzon
TUNCELİ,3,2017,TUR.76_1,Tunceli
UŞAK,0,2017,TUR.77_1,Usak
VAN,0,2017,TUR.78_1,Van
YALOVA,0,2017,TUR.79_1,Yalova
YOZGAT,20,2017,TUR.80_1,Yozgat
ZONGULDAK,0,2017,TUR.81_1,Zinguldak
