"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","NumCases","LocationName","Admin_name","IfPolygon_AdminLevel","ADMcode","ADMSource","Source"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,4.05756004749516,7.51923649232134,2,"Oyo state","Lagelu",2,"NG031020","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,9.81663146910128,9.09101079653142,1,"Plateau state","Langtang North",2,"NG032009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,9.81663146910128,9.09101079653142,2,"Plateau state","Langtang North",2,"NG032009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,9.81663146910128,9.09101079653142,1,"Plateau state","Langtang North",2,"NG032009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,9.81490395929171,8.59886986605249,1,"Plateau state","Langtang South",2,"NG032010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,9.81490395929171,8.59886986605249,1,"Plateau state","Langtang South",2,"NG032010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,9.81490395929171,8.59886986605249,2,"Plateau state","Langtang South",2,"NG032010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,11.4101538507305,9.18485820205369,1,"Taraba state","Lau",2,"NG035010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,11.4101538507305,9.18485820205369,1,"Taraba state","Lau",2,"NG035010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,11.4101538507305,9.18485820205369,1,"Taraba state","Lau",2,"NG035010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,8.56666016732353,10.3692509340211,1,"Kaduna state","Lere",2,"NG019017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.47028632806275,8.20597945809356,2,"Kogi state","Lokoja",2,"NG023012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.47028632806275,8.20597945809356,1,"Kogi state","Lokoja",2,"NG023012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,13.1203421234039,11.8365209528093,1,"Borno state","Maiduguri",2,"NG008021","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,8.52042659951651,7.73861955454609,6,"Benue state","Makurdi",2,"NG007013","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.52042659951651,7.73861955454609,7,"Benue state","Makurdi",2,"NG007013","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,9.1830335211833,9.40158636543632,1,"Plateau state","Mangu",2,"NG032011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,9.1830335211833,9.40158636543632,2,"Plateau state","Mangu",2,"NG032011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,9.1830335211833,9.40158636543632,1,"Plateau state","Mangu",2,"NG032011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,9.60680205378832,9.01644939870613,1,"Plateau state","Mikang",2,"NG032012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,3.35086906566914,6.53147880795949,1,"Lagos state","Mushin",2,"NG025016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.43569323681045,8.75138548250516,1,"Nasarawa state","Nasarawa-Eggon",2,"NG026010","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.5782623492209,12.0044569865314,1,"Kano state","Nasarawa_Kano",2,"NG020031","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.7602719438996,8.30403441407275,1,"Nasarawa state","Nasarawa_Nasarawa",2,"NG026009","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,6.51240176050269,5.68591800791703,1,"Delta state","Ndokwa East",2,"NG010011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.51240176050269,5.68591800791703,1,"Delta state","Ndokwa East",2,"NG010011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.3419988547363,5.80067808851074,1,"Delta state","Ndokwa West",2,"NG010012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.3419988547363,5.80067808851074,1,"Delta state","Ndokwa West",2,"NG010012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.66614898981845,6.31860974061586,1,"Enugu state","Nkanu East",2,"NG014011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,6.91443417645156,6.00968799209565,1,"Anambra state","Nnewi North",2,"NG004014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,8.73477699376613,8.35534007686497,1,"Nasarawa state","Obi_Nasarawa",2,"NG026011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,7.01124048255383,4.8654731718812,1,"Rivers state","Obia/Akpor",2,"NG033015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,7.01124048255383,4.8654731718812,2,"Rivers state","Obia/Akpor",2,"NG033015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,7.01124048255383,4.8654731718812,3,"Rivers state","Obia/Akpor",2,"NG033015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.01124048255383,4.8654731718812,1,"Rivers state","Obia/Akpor",2,"NG033015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.01124048255383,4.8654731718812,1,"Rivers state","Obia/Akpor",2,"NG033015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.78857856232429,6.0115999826542,2,"Ebonyi state","Ohaozara",2,"NG011011","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.98561449135212,6.52842789441678,4,"Ebonyi state","Ohaukwu",2,"NG011012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.98561449135212,6.52842789441678,2,"Ebonyi state","Ohaukwu",2,"NG011012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,3.16221375338442,6.45427480420299,1,"Lagos state","Ojo",2,"NG025017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,6.34736055868778,7.46755827581814,1,"Kogi state","Okene",2,"NG023017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.34736055868778,7.46755827581814,4,"Kogi state","Okene",2,"NG023017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.32418246896623,5.82967466557898,1,"Imo state","Okigwe",2,"NG017019","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,4.69511850908683,6.56363523896328,1,"Ondo state","Okitipupa",2,"NG029014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,4.75263007550788,6.99854153505285,1,"Ondo state","Ondo West",2,"NG029016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,4.75263007550788,6.99854153505285,1,"Ondo state","Ondo West",2,"NG029016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.84948620510225,6.11314163117561,2,"Ebonyi state","Onicha",2,"NG011013","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,7.85461408557082,4.62926558440413,1,"Akwa Ibom state","Onna",2,"NG003024","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.55385056996868,6.22650889522185,1,"Edo state","Oredo",2,"NG012012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.55385056996868,6.22650889522185,7,"Edo state","Oredo",2,"NG012012","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,6.00295412212398,6.06649740604552,4,"Edo state","Orhionmwon",2,"NG012013","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.03414946191343,5.80647230396329,1,"Imo state","Orlu",2,"NG017020","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.94153115822431,5.71157186237018,1,"Imo state","Oru East",2,"NG017022","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,5.74021878132247,7.05220899021635,6,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,5.74021878132247,7.05220899021635,19,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,5.74021878132247,7.05220899021635,1,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,5.74021878132247,7.05220899021635,1,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,5.74021878132247,7.05220899021635,2,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,5.74021878132247,7.05220899021635,9,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.74021878132247,7.05220899021635,22,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.74021878132247,7.05220899021635,45,"Ondo state","Ose",2,"NG029017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.64503682961719,6.31518568961791,2,"Delta state","Oshimili North",2,"NG010014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,6.67774224076228,6.09436149136487,1,"Delta state","Oshimili South",2,"NG010015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.67774224076228,6.09436149136487,8,"Delta state","Oshimili South",2,"NG010015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.67774224076228,6.09436149136487,2,"Delta state","Oshimili South",2,"NG010015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,8.05264489274034,7.31556313729005,1,"Benue state","Oturkpo",2,"NG007019","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,5.53404941292268,6.48799356678094,4,"Edo state","Ovia North East",2,"NG012014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,5.53404941292268,6.48799356678094,1,"Edo state","Ovia North East",2,"NG012014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,5.53404941292268,6.48799356678094,2,"Edo state","Ovia North East",2,"NG012014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.53404941292268,6.48799356678094,14,"Edo state","Ovia North East",2,"NG012014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.53404941292268,6.48799356678094,11,"Edo state","Ovia North East",2,"NG012014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,6.0591332469267,7.04429925197376,3,"Edo state","Owan East",2,"NG012016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,6.0591332469267,7.04429925197376,1,"Edo state","Owan East",2,"NG012016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.89863156458615,6.92364666174786,13,"Edo state","Owan West",2,"NG012017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.89863156458615,6.92364666174786,14,"Edo state","Owan West",2,"NG012017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.01742641857921,5.47665121594212,1,"Imo state","Owerri-Municipal",2,"NG017026","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,5.56966712910815,7.15210688898254,1,"Ondo state","Owo",2,"NG029018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,5.56966712910815,7.15210688898254,7,"Ondo state","Owo",2,"NG029018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,5.56966712910815,7.15210688898254,22,"Ondo state","Owo",2,"NG029018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.56966712910815,7.15210688898254,113,"Ondo state","Owo",2,"NG029018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.56966712910815,7.15210688898254,179,"Ondo state","Owo",2,"NG029018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.31777526234094,4.83655028994849,1,"Rivers state","Oyigbo",2,"NG033021","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,7.02389656057591,4.77619374044519,6,"Rivers state","Port-Harcourt",2,"NG033022","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,7.02389656057591,4.77619374044519,1,"Rivers state","Port-Harcourt",2,"NG033022","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,7.02389656057591,4.77619374044519,2,"Rivers state","Port-Harcourt",2,"NG033022","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.02389656057591,4.77619374044519,1,"Rivers state","Port-Harcourt",2,"NG033022","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,9.16558512608392,8.75247877123654,1,"Plateau state","Qua'an Pan",2,"NG032014","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,8.52509699429919,11.4757420843118,1,"Kano state","Rano",2,"NG020032","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,8.69210596215797,9.56416599715954,3,"Plateau state","Riyom",2,"NG032015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,9.52971056970045,8.70808715142304,1,"Plateau state","Shendam",2,"NG032016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,9.52971056970045,8.70808715142304,2,"Plateau state","Shendam",2,"NG032016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2012,9.5985250709154,9.81054082390549,2,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2013,9.5985250709154,9.81054082390549,3,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,9.5985250709154,9.81054082390549,3,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,9.5985250709154,9.81054082390549,2,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,9.5985250709154,9.81054082390549,5,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,9.5985250709154,9.81054082390549,3,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,9.5985250709154,9.81054082390549,4,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,9.5985250709154,9.81054082390549,4,"Bauchi state","Tafawa-Balewa",2,"NG005017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.33166716063218,12.0127371426874,1,"Kano state","Tofa",2,"NG020039","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2014,9.22853183082486,10.4389856119984,1,"Bauchi state","Toro",2,"NG005018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2015,9.22853183082486,10.4389856119984,1,"Bauchi state","Toro",2,"NG005018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,9.22853183082486,10.4389856119984,5,"Bauchi state","Toro",2,"NG005018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,9.22853183082486,10.4389856119984,25,"Bauchi state","Toro",2,"NG005018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.00777475372314,12.2755234774438,1,"Kano state","Tsanyawa",2,"NG020040","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2017,8.58712105204621,11.2574822090271,2,"Kano state","Tudun Wada",2,"NG020041","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,5.90873158659404,6.50686109394392,8,"Edo state","Uhunmwonde",2,"NG012018","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,7.48788321769533,5.58605059692206,1,"Abia state","Umuahia North",2,"NG001015","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,7.45296065379024,5.4933155817768,1,"Abia state","Umuahia South",2,"NG001016","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2016,10.219073977692,9.06880260375561,1,"Plateau state","Wase",2,"NG032017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,10.219073977692,9.06880260375561,1,"Plateau state","Wase",2,"NG032017","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,12.4398826132317,9.25710682760574,1,"Adamawa state","Yola North",2,"NG002020","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2018,12.3366452056988,9.26038017225116,2,"Adamawa state","Yola South",2,"NG002021","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,12.3366452056988,9.26038017225116,1,"Adamawa state","Yola South",2,"NG002021","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Nigeria",2019,5.29636010594786,11.4463795784835,1,"Kebbi state","Zuru",2,"NG022021","Redding2021_shapefile","Redding2021"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-9.82421749012614,8.25787715460715,1,"Voinjama, Lofa","Voinjama",2,"LBR.8.5_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2020,-9.82421749012614,8.25787715460715,1,"Voinjama, Lofa","Voinjama",2,"LBR.8.5_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-10.7337454770288,6.3101978792648,1,"Greater Monrovia, Montserrado","Greater Monrovia",2,"LBR.11.2_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2020,-10.7337454770288,6.3101978792648,1,"Greater Monrovia, Montserrado","Greater Monrovia",2,"LBR.11.2_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-10.1998235956761,6.63227830205775,1,"Kakata, Margibi","Kakata",2,"LBR.9.3_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-9.63195398834213,6.90760003121252,16,"Suakoko, Bong","Suakoko",2,"LBR.2.7_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2020,-9.63195398834213,6.90760003121252,16,"Suakoko, Bong","Suakoko",2,"LBR.2.7_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-9.5919552373735,6.27094098652716,16,"District # 3, Grand Bassa","District # 3",2,"LBR.5.3_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2020,-9.5919552373735,6.27094098652716,20,"District # 3, Grand Bassa","District # 3",2,"LBR.5.3_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-8.15794295269713,4.96834321076338,1,"Buah, Grand Kru","Buah",2,"LBR.7.1_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-8.70083580942004,7.38261589603653,6,"Sanniquelleh-Mahn, Nimba","Sanniquelleh-Mahn",2,"LBR.12.3_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2020,-8.70083580942004,7.38261589603653,6,"Sanniquelleh-Mahn, Nimba","Sanniquelleh-Mahn",2,"LBR.12.3_1","GADM","Jetoh2022"
"Lassa fever","Lassa arenavirus","polygon","Liberia",2019,-8.95675780258374,6.98693980376259,1,"Saclepea, Nimba","Saclepea",2,"LBR.12.2_1","GADM","Jetoh2022"
